,a01,stime_h_xxb,stime_m_xxb,xxb_mid,xxb_01,xxb_02,xxb_03,xxb_04,xxb_05,xxb_06,xxb_07,xxb_08,xxb_09,xxb_10,xxb_11,xxb_12,xxb_13,xxb_14,xxb_15a,xxb_15b,xxb_15c,xxb_16,xxb_17a,xxb_17b,xxb_17c,xxb_18a,xxb_18b,xxb_18c,etime_h_xxb,etime_m_xxb,flag,hhid2,hh_type,round
3009,2873.0,9.0,53.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,54.0,,2873,BIHS households,Round 3 (2018-19)
3010,2874.0,10.0,7.0,2,21.0,13.0,SSC/ Dakhil,Completed class IX,SSC/ Dakhil,SSC/ Dakhil,19.0,Never attended school,Never attended school,Yes,Medium trader (shop or small store),Yes,2.0,1.0,50000.0,40000.0,0.0,70000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,10.0,12.0,,2874,BIHS households,Round 3 (2018-19)
3011,2875.0,10.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,2875,BIHS households,Round 3 (2018-19)
3012,2876.0,10.0,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,2876,BIHS households,Round 3 (2018-19)
3013,2877.0,9.0,53.0,4,20.0,13.0,Completed class VIII,Completed class VIII,Never attended school,Never attended school,19.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,1.0,3.0,30000.0,50000.0,2500.0,Don?t know,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,10.0,0.0,,2877,BIHS households,Round 3 (2018-19)
3014,2878.1,10.0,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,,2878.1,BIHS households,Round 3 (2018-19)
3015,2878.2,14.0,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,18.0,,2878.2,BIHS households,Round 3 (2018-19)
3016,2879.0,9.0,31.0,2,22.0,13.0,Completed class V,Completed class V,Completed class VIII,Completed class VIII,15.0,Never attended school,Never attended school,Yes,Medium trader (shop or small store),Yes,1.0,1.0,20000.0,40000.0,25000.0,50000.0,Don?t know,Don?t know,Don?t know,Pressure from relatives,,,9.0,35.0,,2879,BIHS households,Round 3 (2018-19)
3017,2880.0,9.0,57.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,58.0,,2880,BIHS households,Round 3 (2018-19)
3018,2881.1,9.0,4.0,2,29.0,12.0,Never attended school,Completed class IX,Never attended school,Never attended school,21.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,2.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,10.0,,2881.1,BIHS households,Round 3 (2018-19)
3019,2881.2,9.0,47.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,47.0,,2881.2,BIHS households,Round 3 (2018-19)
3020,2882.0,9.0,49.0,2,22.0,12.0,Never attended school,Never attended school,Never attended school,Never attended school,14.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,2.0,4.0,14000.0,3000.0,0.0,Don?t know,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,9.0,52.0,,2882,BIHS households,Round 3 (2018-19)
3021,2883.0,8.0,54.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,54.0,,2883,BIHS households,Round 3 (2018-19)
3022,2885.1,9.0,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,11.0,,2885.1,BIHS households,Round 3 (2018-19)
3023,2885.2,9.0,5.0,4,20.0,12.0,Completed class III,Completed class III,Never attended school,Never attended school,15.0,Never attended school,Never attended school,Yes,Small trader (roadside stand or stall),No,2.0,0.0,0.0,5000.0,2000.0,30000.0,200.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,9.0,7.0,,2885.2,BIHS households,Round 3 (2018-19)
3024,2886.0,10.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,18.0,,2886,BIHS households,Round 3 (2018-19)
3025,2887.0,11.0,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,13.0,,2887,BIHS households,Round 3 (2018-19)
3026,2888.0,10.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,,2888,BIHS households,Round 3 (2018-19)
3027,2889.0,10.0,27.0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,28.0,,2889,BIHS households,Round 3 (2018-19)
3028,2890.0,9.0,39.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,40.0,,2890,BIHS households,Round 3 (2018-19)
3029,2893.0,9.0,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,18.0,,2893,BIHS households,Round 3 (2018-19)
3030,2894.0,9.0,47.0,1,23.0,13.0,Completed class V,Completed class V,Completed class V,Completed class V,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,0.0,6.0,0.0,13000.0,1100.0,Don?t know,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,49.0,,2894,BIHS households,Round 3 (2018-19)
3031,2895.0,9.0,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,,2895,BIHS households,Round 3 (2018-19)
3032,2896.0,8.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,45.0,,2896,BIHS households,Round 3 (2018-19)
3033,2897.0,9.0,14.0,3,27.0,11.0,Completed class VII,Completed class VII,Never attended school,Never attended school,18.0,Completed class V,Completed class IV,Yes,Carpenter,Yes,2.0,1.0,0.0,0.0,29000.0,150000.0,500.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,16.0,,2897,BIHS households,Round 3 (2018-19)
3034,2898.0,9.0,35.0,5,21.0,14.0,Completed class V,Completed class V,Completed class V,Completed class V,16.0,Completed class II,Never attended school,Yes,Working own farm (crop),Yes,5.0,1.0,0.0,12000.0,2500.0,13000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,9.0,39.0,,2898,BIHS households,Round 3 (2018-19)
3035,2899.0,15.0,5.0,4,22.0,14.0,Completed class V,Completed class V,Never attended school,Never attended school,15.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,1.0,2.0,0.0,0.0,30000.0,250000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,15.0,7.0,,2899,BIHS households,Round 3 (2018-19)
3036,2899.0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,"Absent, no information collect",2899,BIHS households,Round 3 (2018-19)
3037,2900.0,9.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,14.0,,2900,BIHS households,Round 3 (2018-19)
3038,2901.0,9.0,55.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,55.0,,2901,BIHS households,Round 3 (2018-19)
3039,2902.0,9.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,14.0,,2902,BIHS households,Round 3 (2018-19)
3040,2903.0,9.0,44.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,44.0,,2903,BIHS households,Round 3 (2018-19)
3041,2904.0,9.0,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,2904,BIHS households,Round 3 (2018-19)
3042,2905.0,9.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,15.0,,2905,BIHS households,Round 3 (2018-19)
3043,2907.0,9.0,31.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,33.0,,2907,BIHS households,Round 3 (2018-19)
3044,2908.0,9.0,8.0,4,22.0,12.0,Completed class VI,Completed class VI,Completed class III,Completed class III,18.0,Never attended school,Never attended school,Yes,Small trader (roadside stand or stall),Yes,0.0,1.0,25000.0,26000.0,0.0,50000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,10.0,,2908,BIHS households,Round 3 (2018-19)
3045,2909.0,8.0,54.0,2,24.0,13.0,Completed class IV,Completed class IV,Completed class IV,Completed class IV,17.0,Completed class I,Never attended school,Yes,Working own farm (crop),Yes,1.0,2.0,30000.0,52000.0,10500.0,Don?t know,Don?t know,1200.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,Pressure from relatives,9.0,13.0,,2909,BIHS households,Round 3 (2018-19)
3046,2910.0,13.0,49.0,5,23.0,12.0,Completed class VI,Completed class VI,Completed class V,Completed class V,19.0,HSC/Alim,Completed class V,Yes,Hair cutter,Yes,0.0,1.0,60000.0,60000.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,13.0,55.0,,2910,BIHS households,Round 3 (2018-19)
3047,2911.0,9.0,10.0,5,21.0,12.0,Completed class VII,Completed class VII,Completed class VI,Completed class VI,14.0,Completed class VI,Completed class VIII,Yes,Small trader (roadside stand or stall),Yes,0.0,3.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,9.0,15.0,,2911,BIHS households,Round 3 (2018-19)
3048,2911.0,,,6,17.0,12.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,14.0,Never attended school,Completed class VII,Yes,Agricultural day labor,Yes,0.0,3.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,,,,2911,BIHS households,Round 3 (2018-19)
3049,2912.0,8.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,51.0,,2912,BIHS households,Round 3 (2018-19)
3050,2913.0,9.0,36.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,38.0,,2913,BIHS households,Round 3 (2018-19)
3051,2914.0,9.0,19.0,3,24.0,13.0,Completed class IX,Completed class IX,Completed class V,Completed class V,22.0,Completed class VI,Completed class V,Yes,Tailor/seamstress,Yes,0.0,2.0,45000.0,1100.0,3000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,9.0,25.0,,2914,BIHS households,Round 3 (2018-19)
3052,2915.0,8.0,37.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,37.0,,2915,BIHS households,Round 3 (2018-19)
3053,2916.0,8.0,35.0,4,23.0,12.0,Completed class VII,Completed class VII,Never attended school,Never attended school,18.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,1.0,4.0,30000.0,50000.0,0.0,12000.0,100.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,13.0,,2916,BIHS households,Round 3 (2018-19)
3054,2917.0,8.0,48.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,48.0,,2917,BIHS households,Round 3 (2018-19)
3055,2918.1,12.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,11.0,,2918.1,BIHS households,Round 3 (2018-19)
3056,2918.2,8.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,,2918.2,BIHS households,Round 3 (2018-19)
3057,2919.0,9.0,38.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,40.0,,2919,BIHS households,Round 3 (2018-19)
3058,2920.0,9.0,22.0,6,23.0,15.0,Completed class IX,Completed class IX,Completed class IX,Completed class IX,16.0,Completed class VIII,Completed class VIII,Yes,Hair cutter,Yes,1.0,1.0,100000.0,150000.0,50000.0,Not applicable,Not applicable,Not applicable,Not applicable,The girl herself wanted to marry,,,9.0,34.0,,2920,BIHS households,Round 3 (2018-19)
3059,2922.0,9.0,18.0,2,19.0,13.0,Completed class IX,Completed class IX,Never attended school,Never attended school,17.0,SSC/ Dakhil,Completed class V,No,,Yes,2.0,3.0,40000.0,6000.0,0.0,100000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,9.0,23.0,,2922,BIHS households,Round 3 (2018-19)
3060,2923.0,9.0,27.0,3,28.0,12.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,0.0,2.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,32.0,,2923,BIHS households,Round 3 (2018-19)
3061,2924.0,9.0,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,20.0,,2924,BIHS households,Round 3 (2018-19)
3062,2925.0,9.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,36.0,,2925,BIHS households,Round 3 (2018-19)
3063,2926.0,8.0,37.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,37.0,,2926,BIHS households,Round 3 (2018-19)
3064,2927.0,15.0,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,12.0,,2927,BIHS households,Round 3 (2018-19)
3065,2928.0,10.0,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,,2928,BIHS households,Round 3 (2018-19)
3066,2929.0,9.0,39.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,41.0,,2929,BIHS households,Round 3 (2018-19)
3067,2930.0,8.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,14.0,,2930,BIHS households,Round 3 (2018-19)
3068,2931.0,9.0,5.0,2,17.0,13.0,Completed class V,Completed class V,Completed class V,Completed class V,15.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,4.0,3.0,80000.0,0.0,700.0,100000.0,1000.0,0.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,9.0,10.0,,2931,BIHS households,Round 3 (2018-19)
3069,2932.0,10.0,18.0,4,26.0,14.0,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,18.0,Never attended school,Never attended school,No,,Yes,2.0,2.0,0.0,5000.0,25000.0,100000.0,0.0,15000.0,0.0,Not applicable; she was married after turning 18,,,10.0,32.0,,2932,BIHS households,Round 3 (2018-19)
3070,2932.0,,,6,24.0,14.0,Completed class VIII,Completed class VIII,HSC/Alim,HSC/Alim,18.0,SSC/ Dakhil,Never attended school,Yes,Working own farm (crop),Yes,1.0,2.0,30000.0,3000.0,0.0,100000.0,5000.0,20000.0,0.0,Not applicable; she was married after turning 18,,,,,,2932,BIHS households,Round 3 (2018-19)
3071,2932.0,,,11,25.0,13.0,Completed class VI,Completed class VI,HSC/Alim,HSC/Alim,13.0,Never attended school,Never attended school,Yes,Service (private sector ),Yes,1.0,1.0,0.0,0.0,40000.0,Don?t know,Don?t know,Don?t know,Don?t know,Thought the groom was very good and they might not get such,The girl herself wanted to marry,,,,,2932,BIHS households,Round 3 (2018-19)
3072,2933.0,9.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,30.0,,2933,BIHS households,Round 3 (2018-19)
3073,2934.0,9.0,32.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,34.0,,2934,BIHS households,Round 3 (2018-19)
3074,2935.0,12.0,43.0,6,19.0,15.0,Completed class VI,Completed class VI,Completed class IV,Completed class IV,16.0,Never attended school,Completed class II,Yes,Working own farm (crop),Yes,0.0,4.0,50000.0,0.0,0.0,100000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",Marriage proposals were coming for her,,12.0,46.0,,2935,BIHS households,Round 3 (2018-19)
3075,2936.0,9.0,22.0,2,21.0,14.0,Completed class VII,Completed class VII,Completed class III,Completed class III,16.0,Never attended school,Never attended school,Yes,Service (private sector ),Yes,2.0,1.0,0.0,0.0,0.0,160000.0,5000.0,6000.0,10000.0,The girl herself wanted to marry,,,9.0,27.0,,2936,BIHS households,Round 3 (2018-19)
3076,2938.0,9.0,17.0,4,26.0,13.0,HSC/Alim,HSC/Alim,HSC/Alim,HSC/Alim,18.0,Never attended school,Completed class IX,Yes,Small trader (roadside stand or stall),Yes,2.0,0.0,0.0,0.0,350000.0,250000.0,0.0,300000.0,0.0,Not applicable; she was married after turning 18,,,9.0,25.0,,2938,BIHS households,Round 3 (2018-19)
3077,2938.0,,,6,24.0,12.0,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,16.0,Never attended school,Completed class VII,Yes,Working own farm (crop),Yes,0.0,1.0,0.0,0.0,150000.0,4070000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",Thought the groom was very good and they might not get such,,,,,2938,BIHS households,Round 3 (2018-19)
3078,2939.0,9.0,55.0,5,28.0,13.0,Completed class VII,Completed class VII,Completed class VI,Completed class VI,16.0,Completed class II,Never attended school,Yes,Working own farm (crop),Yes,1.0,2.0,0.0,0.0,90000.0,1500000.0,Don?t know,100000.0,70000.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,10.0,24.0,,2939,BIHS households,Round 3 (2018-19)
3079,2940.0,9.0,2.0,2,32.0,13.0,Completed class VIII,Completed class VIII,Completed class VII,Completed class VII,18.0,Completed class IX,Never attended school,Yes,Agricultural day labor,No,4.0,2.0,0.0,0.0,0.0,Don?t know,50000.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,10.0,,2940,BIHS households,Round 3 (2018-19)
3080,2941.0,2.0,32.0,3,17.0,13.0,Completed class IV,Completed class IV,Never attended school,Never attended school,16.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,1.0,2.0,45000.0,0.0,0.0,100000.0,5000.0,0.0,0.0,Thought the groom was very good and they might not get such,"Economic condition was poor to support her (food, education,",,2.0,37.0,,2941,BIHS and additional hhs for FTF,Round 3 (2018-19)
3081,2942.0,8.0,52.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,52.0,,2942,BIHS and additional hhs for FTF,Round 3 (2018-19)
3082,2943.0,8.0,38.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,38.0,,2943,BIHS and additional hhs for FTF,Round 3 (2018-19)
3083,2944.0,9.0,1.0,1,25.0,12.0,Completed class VIII,Completed class VIII,Completed class II,Completed class II,16.0,Completed class V,Never attended school,Yes,Working own farm (crop),Yes,1.0,0.0,5000.0,0.0,27000.0,30000.0,0.0,30000.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,9.0,6.0,,2944,BIHS and additional hhs for FTF,Round 3 (2018-19)
3084,2945.0,7.0,59.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,,2945,BIHS and additional hhs for FTF,Round 3 (2018-19)
3085,2946.0,8.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,,2946,BIHS and additional hhs for FTF,Round 3 (2018-19)
3086,2947.0,8.0,20.0,4,27.0,14.0,Completed class VIII,Completed class VIII,Completed class IV,Completed class IV,18.0,Completed class VI,Never attended school,Yes,Tailor/seamstress,Yes,0.0,2.0,30000.0,0.0,70000.0,3000.0,3000.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,30.0,,2947,BIHS and additional hhs for FTF,Round 3 (2018-19)
3087,2948.0,2.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,21.0,,2948,BIHS and additional hhs for FTF,Round 3 (2018-19)
3088,2949.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2949.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
3089,2949.2,11.0,58.0,5,21.0,12.0,SSC/ Dakhil,SSC/ Dakhil,HSC/Alim,HSC/Alim,20.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,10000.0,115000.0,3001.0,3001.0,0.0,0.0,Not applicable; she was married after turning 18,,,12.0,6.0,,2949.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
3090,2950.0,11.0,33.0,2,23.0,12.0,Completed class VI,Completed class VI,Completed class VII,Completed class VII,15.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,0.0,2.0,40000.0,0.0,0.0,50001.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,11.0,44.0,,2950,BIHS and additional hhs for FTF,Round 3 (2018-19)
3091,2951.1,9.0,5.0,8,17.0,14.0,Completed class VIII,Completed class VIII,Never attended school,Never attended school,15.0,Completed class VIII,Completed class VI,Yes,Working own farm (crop),Yes,1.0,0.0,0.0,17000.0,100000.0,250000.0,0.0,0.0,3000.0,Pressure from neighbors,,,9.0,11.0,,2951.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
3092,2951.2,9.0,18.0,5,20.0,13.0,Completed class VIII,Completed class VIII,Completed class VIII,Completed class VIII,14.0,Completed class III,Completed class II,Yes,Share cropper/tenant,Yes,1.0,0.0,0.0,25000.0,48000.0,1200.0,1200.0,0.0,1200.0,Pressure from relatives,,,9.0,26.0,,2951.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
3093,2952.0,9.0,3.0,4,23.0,13.0,Completed class VII,Completed class VII,Completed class VI,Completed class VI,15.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,0.0,2.0,0.0,0.0,0.0,2001.0,2001.0,0.0,0.0,Thought the groom was very good and they might not get such,,,9.0,20.0,,2952,BIHS and additional hhs for FTF,Round 3 (2018-19)
3094,2953.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2953.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
3095,2953.2,7.0,57.0,4,23.0,12.0,Completed class V,Completed class V,Completed class VIII,Completed class VIII,18.0,Completed class II,Never attended school,Yes,Working own farm (crop),Yes,1.0,1.0,60000.0,25000.0,0.0,1000.0,1000.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,6.0,,2953.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
3096,2954.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2954,BIHS and additional hhs for FTF,Round 3 (2018-19)
3097,2955.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2955,BIHS and additional hhs for FTF,Round 3 (2018-19)
3098,2956.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2956,BIHS and additional hhs for FTF,Round 3 (2018-19)
3099,2957.0,8.0,15.0,4,27.0,11.0,SSC/ Dakhil,Completed class IX,Completed class IX,Completed class IX,15.0,SSC/ Dakhil,Completed class V,Yes,Working own farm (crop),Yes,1.0,4.0,2500.0,16000.0,0.0,4000.0,4000.0,0.0,0.0,Other,,,8.0,24.0,,2957,BIHS and additional hhs for FTF,Round 3 (2018-19)
3100,2958.0,1.0,22.0,2,19.0,13.0,Completed class VI,Completed class VI,Never attended school,Never attended school,16.0,Never attended school,Never attended school,Yes,Driver of motor vehicle,Yes,0.0,3.0,40000.0,0.0,5000.0,1200.0,0.0,0.0,1200.0,"Economic condition was poor to support her (food, education,",Marriage proposals were coming for her,,1.0,25.0,,2958,BIHS and additional hhs for FTF,Round 3 (2018-19)
3101,2959.0,7.0,54.0,2,20.0,13.0,Completed class VI,Completed class VI,Never attended school,Never attended school,14.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,1.0,0.0,25000.0,0.0,3000.0,50000.0,0.0,0.0,5000.0,Marriage proposals were coming for her,,,8.0,1.0,,2959,BIHS and additional hhs for FTF,Round 3 (2018-19)
3102,2960.0,8.0,28.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,29.0,,2960,BIHS and additional hhs for FTF,Round 3 (2018-19)
3103,2961.1,9.0,20.0,2,33.0,12.0,Completed class IX,Completed class IX,Completed class III,Completed class III,18.0,Completed class V,Never attended school,Yes,Working own farm (crop),Yes,4.0,4.0,80000.0,16000.0,5000.0,300000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,27.0,,2961.1,BIHS households,Round 3 (2018-19)
3104,2961.2,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2961.2,BIHS households,Round 3 (2018-19)
3105,2962.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2962,BIHS households,Round 3 (2018-19)
3106,2963.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2963,BIHS households,Round 3 (2018-19)
3107,2964.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2964,BIHS households,Round 3 (2018-19)
3108,2965.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2965,BIHS households,Round 3 (2018-19)
3109,2966.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2966,BIHS households,Round 3 (2018-19)
3110,2967.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2967,BIHS households,Round 3 (2018-19)
3111,2968.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2968,BIHS households,Round 3 (2018-19)
3112,2969.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2969,BIHS households,Round 3 (2018-19)
3113,2970.0,8.0,46.0,4,26.0,12.0,SSC Candidate,SSC Candidate,SSC/ Dakhil,SSC/ Dakhil,18.0,Completed class III,Never attended school,Yes,Other salaried worker(specify),Yes,1.0,3.0,0.0,0.0,0.0,505000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,57.0,,2970,BIHS households,Round 3 (2018-19)
3114,2971.0,9.0,42.0,2,24.0,12.0,Completed class VIII,Completed class VIII,Completed class VIII,Completed class VIII,19.0,HSC/Alim,Completed class IX,Yes,Government/ parastatal,Yes,1.0,1.0,0.0,18500.0,5550.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,9.0,48.0,,2971,BIHS households,Round 3 (2018-19)
3115,2972.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2972,BIHS households,Round 3 (2018-19)
3116,2973.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2973,BIHS households,Round 3 (2018-19)
3117,2974.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2974,BIHS households,Round 3 (2018-19)
3118,2975.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2975,BIHS households,Round 3 (2018-19)
3119,2976.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2976,BIHS households,Round 3 (2018-19)
3120,2977.0,8.0,44.0,2,32.0,12.0,Completed class VI,Completed class VI,Never attended school,Never attended school,18.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,2.0,1.0,0.0,20000.0,25600.0,120000.0,0.0,30000.0,10000.0,Not applicable; she was married after turning 18,,,8.0,51.0,,2977,BIHS households,Round 3 (2018-19)
3121,2978.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2978,BIHS households,Round 3 (2018-19)
3122,2979.0,8.0,26.0,5,27.0,12.0,Completed class VIII,Completed class VIII,Completed class VI,Completed class VI,20.0,Completed class II,Completed class V,No,,Yes,1.0,1.0,0.0,18000.0,73150.0,180000.0,0.0,0.0,15000.0,Not applicable; she was married after turning 18,,,8.0,31.0,,2979,BIHS households,Round 3 (2018-19)
3123,2980.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2980,BIHS households,Round 3 (2018-19)
3124,2981.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2981,BIHS households,Round 3 (2018-19)
3125,2982.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2982,BIHS households,Round 3 (2018-19)
3126,2983.11,8.0,42.0,7,32.0,12.0,Completed class VIII,Completed class VIII,BA/BSC Pass/Fazil,BA/BSC Pass/Fazil,17.0,Completed class VI,Completed class IX,Yes,Tea garden worker,Yes,2.0,4.0,50000.0,10000.0,169350.0,Not applicable,Not applicable,Not applicable,Not applicable,Marriage proposals were coming for her,,,8.0,49.0,,2983.1.1,BIHS households,Round 3 (2018-19)
