,a01,stime_h_xxa,stime_m_xxa,res_id_xxa,consent_xxa,xxa_slno,xxa_pid,xxa_mid,xxa_01,xxa_02,xxa_03,xxa_04,xxa_05,xxa_06,xxa_07,xxa_08,xxa_09,xxa_10,xxa_11,xxa_12,xxa_13,xxa_14,xxa_15a,xxa_15b,xxa_15c,xxa_16,xxa_17a,xxa_17b,xxa_17c,xxa_18a,xxa_18b,xxa_18c,etime_h_xxa,etime_m_xxa,flag,hhid2,hh_type,round
2276,2161.0,9.0,13.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,15.0,,2161,BIHS and additional hhs for FTF,Round 3 (2018-19)
2277,2162.0,9.0,15.0,2.0,Yes,1,81.0,4.0,23.0,13.0,HSC/Alim,HSC/Alim,BA/BSC Honours/Fazil,BA/BSC Honours/Fazil,20.0,Completed class VIII,Completed class VII,Yes,Agricultural day labor,Yes,3.0,0.0,100000.0,0.0,Don?t know,Don?t know,0.0,15000.0,2000.0,Not applicable; she was married after turning 18,,,9.0,41.0,,2162,BIHS and additional hhs for FTF,Round 3 (2018-19)
2278,2163.0,9.0,12.0,6.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,15.0,,2163,BIHS and additional hhs for FTF,Round 3 (2018-19)
2279,2164.0,15.0,25.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,27.0,,2164,BIHS and additional hhs for FTF,Round 3 (2018-19)
2280,2165.0,9.0,14.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,17.0,,2165,BIHS and additional hhs for FTF,Round 3 (2018-19)
2281,2166.0,12.0,7.0,1.0,Yes,1,81.0,,26.0,12.0,Completed class IX,Completed class IX,BA/BSC Pass/Fazil,BA/BSC Pass/Fazil,14.0,HSC/Alim,Never attended school,Yes,Service (private sector ),Yes,1.0,0.0,0.0,54000.0,0.0,175000.0,0.0,0.0,0.0,Marriage proposals were coming for her,Pressure from relatives,,12.0,13.0,No memeber id in HH roster(bihs-r-1) but information collect,2166,BIHS and additional hhs for FTF,Round 3 (2018-19)
2282,2169.0,9.0,42.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,,2169,BIHS and additional hhs for FTF,Round 3 (2018-19)
2283,2170.0,9.0,54.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,58.0,,2170,BIHS and additional hhs for FTF,Round 3 (2018-19)
2284,2171.0,8.0,52.0,1.0,Yes,1,81.0,3.0,25.0,13.0,SSC/ Dakhil,SSC/ Dakhil,MA/MSC and above Kamil,MA/MSC and above Kamil,18.0,Completed class V,HSC/Alim,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,0.0,0.0,251000.0,0.0,0.0,0.0,18.0,,,8.0,59.0,,2171,BIHS and additional hhs for FTF,Round 3 (2018-19)
2285,2172.0,8.0,40.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,43.0,,2172,BIHS and additional hhs for FTF,Round 3 (2018-19)
2286,2174.1,9.0,31.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,33.0,,2174.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
2287,2174.2,9.0,31.0,9.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,34.0,,2174.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
2288,2175.0,15.0,30.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,33.0,,2175,BIHS and additional hhs for FTF,Round 3 (2018-19)
2289,2176.11,10.0,40.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,42.0,,2176.1.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
2290,2176.12,9.0,14.0,8.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,17.0,,2176.1.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
2291,2176.2,16.0,13.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,14.0,,2176.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
2292,2177.0,10.0,22.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,25.0,,2177,BIHS and additional hhs for FTF,Round 3 (2018-19)
2293,2178.1,8.0,35.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,37.0,,2178.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
2294,2178.3,15.0,47.0,7.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,49.0,,2178.3,BIHS and additional hhs for FTF,Round 3 (2018-19)
2295,2179.0,8.0,37.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,39.0,,2179,BIHS and additional hhs for FTF,Round 3 (2018-19)
2296,2180.0,16.0,56.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,59.0,,2180,BIHS and additional hhs for FTF,Round 3 (2018-19)
2297,2181.0,15.0,41.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,43.0,,2181,BIHS and additional hhs for FTF,Round 3 (2018-19)
2298,2182.0,8.0,38.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,39.0,,2182,BIHS and additional hhs for FTF,Round 3 (2018-19)
2299,2183.0,9.0,37.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,39.0,,2183,BIHS and additional hhs for FTF,Round 3 (2018-19)
2300,2184.0,8.0,35.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,39.0,,2184,BIHS and additional hhs for FTF,Round 3 (2018-19)
2301,2185.0,8.0,36.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,38.0,,2185,BIHS and additional hhs for FTF,Round 3 (2018-19)
2302,2186.0,8.0,37.0,6.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,44.0,,2186,BIHS and additional hhs for FTF,Round 3 (2018-19)
2303,2187.0,9.0,22.0,2.0,Yes,1,81.0,3.0,26.0,14.0,Completed class IX,Completed class IX,SSC/ Dakhil,SSC/ Dakhil,18.0,Completed class V,Completed class V,Yes,Working own farm (crop),Yes,1.0,0.0,0.0,50000.0,30000.0,150000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,29.0,,2187,BIHS and additional hhs for FTF,Round 3 (2018-19)
2304,2188.0,9.0,52.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,54.0,,2188,BIHS and additional hhs for FTF,Round 3 (2018-19)
2305,2191.0,15.0,10.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,,2191,BIHS and additional hhs for FTF,Round 3 (2018-19)
2306,2192.0,9.0,43.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,55.0,,2192,BIHS and additional hhs for FTF,Round 3 (2018-19)
2307,2193.0,9.0,47.0,2.0,Yes,1,81.0,4.0,24.0,14.0,Completed class IX,Completed class IX,Completed class VII,Completed class VII,16.0,Completed class V,Completed class V,Yes,Agricultural day labor,Yes,2.0,2.0,0.0,0.0,50000.0,100000.0,0.0,0.0,5000.0,"Economic condition was poor to support her (food, education,",Out of fear of harassment by boys/men,,9.0,58.0,,2193,BIHS and additional hhs for FTF,Round 3 (2018-19)
2308,2194.0,9.0,17.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,22.0,,2194,BIHS and additional hhs for FTF,Round 3 (2018-19)
2309,2195.0,16.0,41.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,43.0,,2195,BIHS and additional hhs for FTF,Round 3 (2018-19)
2310,2196.0,9.0,13.0,3.0,Yes,1,81.0,2.0,23.0,13.0,Completed class V,Completed class V,Completed class IV,Completed class IV,19.0,Never attended school,Never attended school,No,,No,1.0,1.0,0.0,5000.0,6000.0,100000.0,0.0,0.0,3000.0,Not applicable; she was married after turning 18,,,9.0,25.0,,2196,BIHS and additional hhs for FTF,Round 3 (2018-19)
2311,2197.0,16.0,31.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,34.0,,2197,BIHS and additional hhs for FTF,Round 3 (2018-19)
2312,2198.0,8.0,37.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,39.0,,2198,BIHS and additional hhs for FTF,Round 3 (2018-19)
2313,2200.0,9.0,15.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,17.0,,2200,BIHS and additional hhs for FTF,Round 3 (2018-19)
2314,2201.0,8.0,3.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,,2201,BIHS and additional hhs for FTF,Round 3 (2018-19)
2315,2202.0,8.0,42.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,42.0,,2202,BIHS and additional hhs for FTF,Round 3 (2018-19)
2316,2203.0,8.0,32.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,33.0,,2203,BIHS and additional hhs for FTF,Round 3 (2018-19)
2317,2204.0,8.0,14.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,14.0,,2204,BIHS and additional hhs for FTF,Round 3 (2018-19)
2318,2205.0,8.0,41.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,41.0,,2205,BIHS and additional hhs for FTF,Round 3 (2018-19)
2319,2206.0,8.0,34.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,34.0,,2206,BIHS and additional hhs for FTF,Round 3 (2018-19)
2320,2207.0,8.0,18.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,18.0,,2207,BIHS and additional hhs for FTF,Round 3 (2018-19)
2321,2208.0,7.0,34.0,3.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,34.0,,2208,BIHS and additional hhs for FTF,Round 3 (2018-19)
2322,2209.0,8.0,16.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,17.0,,2209,BIHS and additional hhs for FTF,Round 3 (2018-19)
2323,2210.0,8.0,15.0,2.0,Yes,1,81.0,3.0,19.0,12.0,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,16.0,Never attended school,Never attended school,Yes,Rickshaw/van pulling,Yes,1.0,1.0,0.0,7000.0,0.0,30000.0,Don?t know,Don?t know,Don?t know,"Economic condition was poor to support her (food, education,",,,8.0,20.0,,2210,BIHS and additional hhs for FTF,Round 3 (2018-19)
2324,2210.0,,,2.0,Yes,2,82.0,4.0,22.0,12.0,Completed class IX,Completed class IX,SSC/ Dakhil,SSC/ Dakhil,15.0,Never attended school,Never attended school,Yes,Rickshaw/van pulling,Yes,1.0,1.0,0.0,0.0,30000.0,50000.0,Don?t know,Don?t know,Don?t know,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,,,,2210,BIHS and additional hhs for FTF,Round 3 (2018-19)
2325,2211.0,8.0,32.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,,2211,BIHS and additional hhs for FTF,Round 3 (2018-19)
2326,2212.0,8.0,34.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,35.0,,2212,BIHS and additional hhs for FTF,Round 3 (2018-19)
2327,2213.0,8.0,42.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,43.0,,2213,BIHS and additional hhs for FTF,Round 3 (2018-19)
2328,2214.0,8.0,21.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,21.0,,2214,BIHS and additional hhs for FTF,Round 3 (2018-19)
2329,2215.0,8.0,59.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,59.0,,2215,BIHS and additional hhs for FTF,Round 3 (2018-19)
2330,2216.0,8.0,12.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,14.0,,2216,BIHS and additional hhs for FTF,Round 3 (2018-19)
2331,2217.0,8.0,15.0,2.0,Yes,1,81.0,3.0,22.0,12.0,Completed class IX,Completed class IX,Completed class VII,Completed class VII,16.0,Never attended school,Completed class V,Yes,Agricultural day labor,Yes,1.0,2.0,0.0,0.0,40000.0,60000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,8.0,21.0,,2217,BIHS and additional hhs for FTF,Round 3 (2018-19)
2332,2218.0,9.0,41.0,2.0,Yes,1,81.0,3.0,20.0,12.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,18.0,Never attended school,Never attended school,No,,Yes,1.0,1.0,0.0,30000.0,50000.0,Don?t know,Don?t know,Don?t know,Don?t know,Not applicable; she was married after turning 18,,,9.0,54.0,,2218,BIHS and additional hhs for FTF,Round 3 (2018-19)
2333,2219.0,8.0,52.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,52.0,,2219,BIHS and additional hhs for FTF,Round 3 (2018-19)
2334,2220.1,9.0,3.0,8.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,,2220.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
2335,2220.2,8.0,19.0,5.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,19.0,,2220.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
2336,2221.0,8.0,30.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,30.0,,2221,BIHS and additional hhs for FTF,Round 3 (2018-19)
2337,2222.0,8.0,26.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,26.0,,2222,BIHS and additional hhs for FTF,Round 3 (2018-19)
2338,2223.0,8.0,35.0,2.0,Yes,1,81.0,3.0,19.0,12.0,Completed class VI,Completed class VI,Completed class V,Completed class V,15.0,Never attended school,Never attended school,Yes,Handicrafts,Yes,2.0,0.0,0.0,0.0,35000.0,Not applicable,Not applicable,Not applicable,Not applicable,Marriage proposals were coming for her,Out of fear of harassment by boys/men,,8.0,41.0,,2223,BIHS and additional hhs for FTF,Round 3 (2018-19)
2339,2224.0,8.0,25.0,3.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,25.0,,2224,BIHS and additional hhs for FTF,Round 3 (2018-19)
2340,2225.0,8.0,32.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,,2225,BIHS and additional hhs for FTF,Round 3 (2018-19)
2341,2226.0,8.0,39.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,39.0,,2226,BIHS and additional hhs for FTF,Round 3 (2018-19)
2342,2227.1,8.0,31.0,2.0,Yes,1,81.0,4.0,28.0,14.0,Completed class IX,Completed class IX,HSC/Alim,HSC/Alim,18.0,Completed class IX,Completed class V,Yes,Working own farm (crop),Yes,1.0,1.0,0.0,1000000.0,100000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,8.0,40.0,,2227.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
2343,2227.2,15.0,27.0,10.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,27.0,,2227.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
2344,2227.3,7.0,44.0,7.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,44.0,,2227.3,BIHS and additional hhs for FTF,Round 3 (2018-19)
2345,2228.0,8.0,32.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,,2228,BIHS and additional hhs for FTF,Round 3 (2018-19)
2346,2230.0,8.0,30.0,2.0,Yes,1,81.0,4.0,26.0,12.0,Completed class II,Completed class II,Completed class VIII,Completed class VIII,16.0,Completed class II,Never attended school,Yes,Agricultural day labor,Yes,1.0,0.0,0.0,0.0,8000.0,50000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,8.0,36.0,,2230,BIHS and additional hhs for FTF,Round 3 (2018-19)
2347,2231.1,8.0,36.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,36.0,,2231.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
2348,2231.2,14.0,0.0,7.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,,2231.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
2349,2232.0,14.0,49.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,49.0,,2232,BIHS and additional hhs for FTF,Round 3 (2018-19)
2350,2233.0,8.0,38.0,2.0,Yes,1,81.0,3.0,30.0,12.0,HSC/Alim,HSC/Alim,Completed class V,Completed class V,18.0,Completed class VIII,Completed class VIII,Yes,Tailor/seamstress,Yes,0.0,0.0,0.0,61000.0,1000000.0,130000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,45.0,,2233,BIHS and additional hhs for FTF,Round 3 (2018-19)
2351,2234.0,8.0,48.0,2.0,Yes,1,81.0,3.0,21.0,12.0,SSC/ Dakhil,SSC/ Dakhil,Completed class VI,Completed class VI,19.0,Completed class II,Never attended school,Yes,Driver of motor vehicle,Yes,1.0,3.0,0.0,10000.0,50000.0,50000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,8.0,53.0,,2234,BIHS and additional hhs for FTF,Round 3 (2018-19)
2352,2235.1,8.0,30.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,31.0,,2235.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
2353,2235.2,8.0,26.0,6.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,26.0,,2235.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
2354,2236.0,14.0,39.0,2.0,Yes,1,81.0,3.0,27.0,13.0,HSC/Alim,HSC/Alim,MA/MSC and above Kamil,MA/MSC and above Kamil,19.0,Never attended school,Completed class IV,Yes,Working own farm (crop),Yes,1.0,2.0,0.0,60000.0,120000.0,100000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,14.0,46.0,,2236,BIHS and additional hhs for FTF,Round 3 (2018-19)
2355,2237.0,8.0,36.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,36.0,,2237,BIHS and additional hhs for FTF,Round 3 (2018-19)
2356,2239.0,8.0,30.0,5.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,31.0,,2239,BIHS and additional hhs for FTF,Round 3 (2018-19)
2357,2240.0,8.0,35.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,35.0,,2240,BIHS and additional hhs for FTF,Round 3 (2018-19)
2358,2241.0,8.0,47.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,49.0,,2241,BIHS and additional hhs for FTF,Round 3 (2018-19)
2359,2242.0,9.0,22.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,22.0,,2242,BIHS and additional hhs for FTF,Round 3 (2018-19)
2360,2243.0,8.0,50.0,4.0,Yes,1,81.0,3.0,40.0,13.0,Never attended school,Never attended school,Never attended school,Never attended school,20.0,Never attended school,Never attended school,No,,Yes,1.0,3.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,58.0,,2243,BIHS and additional hhs for FTF,Round 3 (2018-19)
2361,2244.0,15.0,11.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,12.0,,2244,BIHS and additional hhs for FTF,Round 3 (2018-19)
2362,2245.0,9.0,11.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,14.0,,2245,BIHS and additional hhs for FTF,Round 3 (2018-19)
2363,2247.0,8.0,43.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,45.0,,2247,BIHS and additional hhs for FTF,Round 3 (2018-19)
2364,2248.0,9.0,41.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,42.0,,2248,BIHS and additional hhs for FTF,Round 3 (2018-19)
2365,2249.0,8.0,18.0,2.0,Yes,1,81.0,3.0,29.0,13.0,SSC/ Dakhil,SSC/ Dakhil,Completed class IX,Completed class IX,17.0,Completed class IX,Never attended school,Yes,Working own farm (crop),Yes,1.0,4.0,0.0,8000.0,60000.0,100001.0,0.0,22500.0,30000.0,Pressure from relatives,"If the girl gets older, then parents might have to pay highe",Other,8.0,28.0,,2249,BIHS and additional hhs for FTF,Round 3 (2018-19)
2366,2250.0,13.0,49.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,50.0,,2250,BIHS and additional hhs for FTF,Round 3 (2018-19)
2367,2251.0,8.0,49.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,50.0,,2251,BIHS and additional hhs for FTF,Round 3 (2018-19)
2368,2252.0,8.0,27.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,31.0,,2252,BIHS and additional hhs for FTF,Round 3 (2018-19)
2369,2253.0,8.0,56.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,57.0,,2253,BIHS and additional hhs for FTF,Round 3 (2018-19)
2370,2254.0,9.0,12.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,17.0,,2254,BIHS and additional hhs for FTF,Round 3 (2018-19)
2371,2255.0,9.0,21.0,5.0,Yes,1,81.0,3.0,32.0,13.0,Completed class VII,Completed class VII,Completed class IV,Completed class IV,17.0,Completed class V,Completed class V,Yes,Carpenter,Yes,1.0,1.0,0.0,6000.0,25000.0,Don?t know,0.0,7000.0,3000.0,"If the girl gets older, then parents might have to pay highe",,,9.0,35.0,,2255,BIHS and additional hhs for FTF,Round 3 (2018-19)
2372,2256.0,8.0,55.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,59.0,,2256,BIHS and additional hhs for FTF,Round 3 (2018-19)
2373,2258.0,9.0,13.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,23.0,,2258,BIHS and additional hhs for FTF,Round 3 (2018-19)
2374,2260.1,9.0,20.0,2.0,Yes,1,81.0,5.0,18.0,14.0,Completed class VII,Completed class VII,Completed class IX,Completed class IX,17.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,22000.0,35000.0,Don?t know,0.0,500.0,2000.0,"If the girl gets older, then parents might have to pay highe",Pressure from relatives,,9.0,31.0,,2260.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
2375,2260.2,15.0,7.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,18.0,,2260.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
2376,2261.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2261,BIHS households,Round 3 (2018-19)
2377,2263.0,15.0,20.0,1.0,Yes,1,81.0,3.0,30.0,12.0,Completed class V,Completed class V,Completed class IV,Completed class IV,15.0,Completed class IV,Never attended school,Yes,Small trader (roadside stand or stall),Yes,0.0,7.0,Don?t know,Don?t know,Don?t know,Don?t know,Don?t know,Don?t know,Don?t know,"Economic condition was poor to support her (food, education,",,,15.0,25.0,,2263,BIHS households,Round 3 (2018-19)
2378,2264.0,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2264,BIHS households,Round 3 (2018-19)
2379,2265.0,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2265,BIHS households,Round 3 (2018-19)
2380,2266.0,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2266,BIHS households,Round 3 (2018-19)
2381,2267.0,9.0,2.0,4.0,Yes,1,81.0,5.0,30.0,13.0,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,17.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,1.0,3.0,0.0,0.0,0.0,200000.0,0.0,50000.0,0.0,Thought the groom was very good and they might not get such,,,9.0,9.0,,2267,BIHS households,Round 3 (2018-19)
2382,2268.1,0.0,,6.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2268.1,BIHS households,Round 3 (2018-19)
2383,2268.2,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2268.2,BIHS households,Round 3 (2018-19)
2384,2269.0,0.0,,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2269,BIHS households,Round 3 (2018-19)
2385,2271.0,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2271,BIHS households,Round 3 (2018-19)
2386,2272.0,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2272,BIHS households,Round 3 (2018-19)
2387,2273.0,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2273,BIHS households,Round 3 (2018-19)
2388,2274.0,0.0,,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2274,BIHS households,Round 3 (2018-19)
2389,2275.0,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2275,BIHS households,Round 3 (2018-19)
2390,2276.0,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2276,BIHS households,Round 3 (2018-19)
2391,2277.0,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2277,BIHS households,Round 3 (2018-19)
2392,2278.0,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2278,BIHS households,Round 3 (2018-19)
2393,2279.0,0.0,,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2279,BIHS households,Round 3 (2018-19)
2394,2280.0,0.0,,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2280,BIHS households,Round 3 (2018-19)
2395,2282.0,8.0,51.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,52.0,,2282,BIHS and additional hhs for FTF,Round 3 (2018-19)
2396,2283.0,14.0,1.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,,2283,BIHS and additional hhs for FTF,Round 3 (2018-19)
2397,2284.0,8.0,58.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,59.0,,2284,BIHS and additional hhs for FTF,Round 3 (2018-19)
2398,2285.0,9.0,57.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,,2285,BIHS and additional hhs for FTF,Round 3 (2018-19)
2399,2286.0,9.0,8.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,2286,BIHS and additional hhs for FTF,Round 3 (2018-19)
